Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-731792664;2012-04-25T09:34:38+01:00;In Progress;Accepted;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731792664;2012-04-25T10:24:33+01:00;Closed;Completed;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-25T09:50:00+01:00;In Progress;Accepted;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-25T10:23:14+01:00;In Progress;Accepted;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;2012-04-30T11:29:39+01:00;Closed;Completed;Medium;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-732289301;2012-04-25T15:51:48+01:00;In Progress;Accepted;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;-
1-732289301;2012-04-25T16:01:56+01:00;Awaiting Assignment;Queued;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;-
1-732289301;2012-04-25T16:06:02+01:00;In Progress;Accepted;High;Org line C;E_5;G79;PROD646;in;INDIA;Anith
1-732289301;2012-04-25T16:08:42+01:00;In Progress;Accepted;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Hemanth
1-732289301;2012-04-25T17:05:30+01:00;Assigned;Accepted;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732289301;2012-05-22T13:24:08+01:00;In Progress;Accepted;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732289301;2012-05-22T13:24:42+01:00;Closed;Completed;High;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732357301;2012-04-25T17:18:15+01:00;In Progress;Accepted;Medium;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;2012-04-25T17:59:52+01:00;Wait;Accepted;Medium;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;2012-05-14T12:05:13+01:00;In Progress;Accepted;Medium;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;2012-05-14T13:27:02+01:00;Closed;Completed;Medium;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-733169018;2012-04-26T12:19:24+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;G362 3rd;PROD241;se;POLAND;Michal
1-733169018;2012-05-14T12:16:48+01:00;Closed;Completed;Medium;Org line A2;A2_3;G362 3rd;PROD241;se;POLAND;Michal
1-733336456;2012-04-26T14:59:06+01:00;In Progress;Accepted;High;Org line C;E_1;G13 2nd;PROD398;us;Sweden;Dweep
1-733336456;2012-05-07T08:19:47+01:00;In Progress;Accepted;High;Org line C;E_1;G13 2nd;PROD398;us;Sweden;Dweep
1-733336456;2012-05-23T11:56:40+01:00;Closed;Completed;High;Org line C;E_1;G13 2nd;PROD398;us;Sweden;Dweep
1-733451291;2012-04-26T17:37:17+01:00;In Progress;Accepted;High;Org line C;;N6 2nd;PROD487;us;USA;Edward
1-733451291;2012-04-26T17:39:25+01:00;Closed;Completed;High;Org line C;;N6 2nd;PROD487;us;USA;Edward
1-733562890;2012-04-27T09:01:45+01:00;Awaiting Assignment;Queued;High;Org line B;E_10;G230 2nd;PROD424;se;INDIA;Srinivasan
1-733562890;2012-04-27T10:08:12+01:00;In Progress;Accepted;High;Org line B;E_10;G230 2nd;PROD424;se;INDIA;Rijin
1-733562890;2012-04-30T14:24:09+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-733562890;2012-04-30T15:09:45+01:00;In Progress;Accepted;High;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Kenneth
1-733562890;2012-05-09T14:03:01+01:00;Wait;Accepted;High;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Kenneth
1-733562890;2012-05-23T13:55:27+01:00;In Progress;Accepted;High;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-733562890;2012-05-23T13:56:10+01:00;Closed;Completed;High;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-733649220;2012-04-27T05:41:52+01:00;In Progress;Accepted;High;Org line C;E_10;G236 2nd;PROD471;in;Sweden;Prasad
1-733649220;2012-04-27T05:45:17+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G236 2nd;PROD471;in;Sweden;Prasad
1-733649220;2012-04-27T07:33:50+01:00;In Progress;Accepted;High;Org line C;E_10;G236 2nd;PROD471;in;Sweden;Varun
1-733649220;2012-04-27T12:44:06+01:00;Closed;Completed;High;Org line C;E_10;G236 2nd;PROD471;in;Sweden;Varun
1-734831769;2012-04-27T13:51:08+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-734831769;2012-04-27T14:05:37+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-734921423;2012-04-27T13:34:05+01:00;In Progress;Accepted;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Bjarne
1-734921423;2012-05-08T14:02:28+01:00;Closed;Completed;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Bjarne
1-735185827;2012-04-28T11:17:13+01:00;In Progress;Accepted;Low;Org line C;E_9;N12 2nd;PROD673;se;Sweden;Niklas
1-735185827;2012-04-28T11:19:06+01:00;Assigned;Accepted;Low;Org line C;E_9;N12 2nd;PROD673;se;Sweden;Niklas
1-735185827;2012-05-04T06:46:07+01:00;In Progress;Accepted;Low;Org line C;E_9;N12 2nd;PROD673;se;Sweden;Niklas
1-735185827;2012-05-04T06:48:07+01:00;Closed;Completed;Low;Org line C;E_9;N12 2nd;PROD673;se;Sweden;Niklas
1-735265367;2012-04-28T02:18:10+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-735265367;2012-04-28T02:20:33+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-735265425;2012-04-28T02:45:24+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-735265425;2012-04-28T02:48:03+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-735881798;2012-04-29T09:41:28+01:00;In Progress;Accepted;Major;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Niclas
1-735881798;2012-04-29T09:42:46+01:00;Assigned;Accepted;Major;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Niclas
1-735881798;2012-05-23T12:18:57+01:00;In Progress;Accepted;Major;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Victoria
1-735881798;2012-05-23T12:20:38+01:00;In Progress;Accepted;Major;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Niclas
1-735881798;2012-05-23T12:21:04+01:00;Closed;Completed;Major;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Niclas
1-736351127;2012-04-30T04:27:00+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-736351127;2012-04-30T04:31:22+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-736351127;2012-04-30T05:13:44+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Abhinav
1-736351127;2012-04-30T05:15:21+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD802;in;Sweden;Martin
1-736351127;2012-04-30T09:34:04+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD802;in;Sweden;Martin
1-736351127;2012-04-30T09:34:14+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Rakesh
1-736351127;2012-04-30T09:36:34+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736351127;2012-05-07T11:33:07+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G290 3rd;PROD802;in;Sweden;Jonas
1-736351127;2012-05-07T12:11:40+01:00;In Progress;Accepted;High;Org line C;C_6;G290 3rd;PROD802;in;Sweden;Joakim
1-736351127;2012-05-07T12:14:50+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Rakesh
1-736351127;2012-05-07T12:22:56+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Anurag
1-736351127;2012-05-07T13:01:53+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736351127;2012-05-07T14:40:13+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736351222;2012-04-30T04:47:41+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-736351222;2012-04-30T04:55:51+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-736351222;2012-04-30T05:10:57+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Abhinav
1-736351222;2012-04-30T05:13:34+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD802;in;Sweden;Martin
1-736351222;2012-04-30T09:30:38+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD802;in;Sweden;Martin
1-736351222;2012-04-30T09:31:32+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Rakesh
1-736351222;2012-04-30T09:36:03+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736351222;2012-05-07T11:35:33+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G290 3rd;PROD802;in;Sweden;Jonas
1-736351222;2012-05-07T12:16:01+01:00;In Progress;Accepted;High;Org line C;C_6;G290 3rd;PROD802;in;Sweden;Joakim
1-736351222;2012-05-07T12:16:46+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Rakesh
1-736351222;2012-05-07T12:19:43+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Anurag
1-736351222;2012-05-07T13:01:26+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736351222;2012-05-07T14:40:44+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD802;in;Sweden;Tarun
1-736392818;2012-04-30T09:27:14+01:00;In Progress;Accepted;Medium;Org line C;C_6;G269 3rd;PROD621;se;INDIA;Sivakumar
1-736392818;2012-05-28T09:20:49+01:00;Closed;Completed;Medium;Org line C;C_6;G269 3rd;PROD621;se;INDIA;Sivakumar
1-736474918;2012-04-30T12:22:33+01:00;In Progress;Accepted;High;Org line G1;E_6;G358 2nd;PROD291;se;Sweden;Jenny
1-736474918;2012-04-30T12:27:28+01:00;Closed;Completed;High;Org line G1;E_6;G358 2nd;PROD291;se;Sweden;Jenny
1-736492457;2012-04-30T16:15:19+01:00;Assigned;Accepted;High;Org line A2;D_1;W14 2nd;PROD782;pl;POLAND;Tadeusz
1-736492457;2012-05-23T13:31:50+01:00;In Progress;Accepted;High;Org line A2;D_1;W14 2nd;PROD782;pl;POLAND;Tadeusz
1-736492457;2012-05-24T15:07:05+01:00;Closed;Completed;High;Org line A2;D_1;W14 2nd;PROD782;pl;POLAND;Tadeusz
1-737341073;2012-05-01T13:55:13+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD488;se;Sweden;Rakesh
1-737341073;2012-05-01T13:59:48+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD488;se;Sweden;Ruchi
1-737341073;2012-05-01T19:45:14+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G290 3rd;PROD488;se;Sweden;Jonas
1-737341073;2012-05-02T10:10:57+01:00;In Progress;Accepted;High;Org line C;C_6;G290 3rd;PROD488;se;Sweden;Stefan
1-737341073;2012-05-02T10:13:08+01:00;Closed;Completed;High;Org line C;C_6;G290 3rd;PROD488;se;Sweden;Stefan
1-738626601;2012-05-02T16:57:16+01:00;Awaiting Assignment;Queued;Major;Org line C;E_1;G55 2nd;PROD816;fr;Belgium;Peter
1-738626601;2012-05-02T16:57:39+01:00;In Progress;Accepted;Major;Org line C;C_1;L57 3rd;PROD816;fr;France;Raphael
1-738626601;2012-05-02T17:04:21+01:00;In Progress;Accepted;Major;Org line C;V3_3;V42 2nd;PROD816;fr;France;Celine
1-738626601;2012-05-25T17:42:22+01:00;Closed;Completed;Major;Org line C;V3_3;V42 2nd;PROD816;fr;France;Celine
1-738820974;2012-05-02T22:20:24+01:00;In Progress;Accepted;Low;Org line B;E_3;S12 2nd;PROD120;br;Brazil;Alice
1-738820974;2012-05-02T22:22:01+01:00;Assigned;Accepted;Low;Org line B;E_3;S12 2nd;PROD120;br;Brazil;Alice
1-738820974;2012-05-25T17:38:43+01:00;Closed;Completed;Low;Org line B;E_3;S12 2nd;PROD120;br;Brazil;Alice
1-739307829;2012-05-03T13:03:32+01:00;In Progress;Accepted;Low;Org line A2;A2_5;A10;PROD461;se;Sweden;Lisbeth
1-739307829;2012-05-07T08:19:38+01:00;Closed;Completed;Low;Org line A2;A2_5;A10;PROD461;se;Sweden;Lisbeth
1-739606545;2012-05-03T15:24:57+01:00;In Progress;Accepted;High;Org line A2;A2_4;G11 2nd;PROD604;0;Belgium;Joris
1-739606545;2012-05-03T15:34:02+01:00;Closed;Completed;High;Org line A2;A2_4;G11 2nd;PROD604;0;Belgium;Joris
1-739695919;2012-05-03T16:00:53+01:00;In Progress;Accepted;Major;Org line A2;A2_3;S21 2nd;PROD673;se;Sweden;Viktoria
1-739695919;2012-05-03T17:35:20+01:00;Awaiting Assignment;Queued;Major;Org line A2;A2_3;S21 2nd;PROD673;se;Sweden;Viktoria
1-739695919;2012-05-04T10:35:45+01:00;Awaiting Assignment;Queued;Major;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-739695919;2012-05-06T18:27:57+01:00;In Progress;Accepted;Major;Org line C;E_7;G134 2nd;PROD673;se;Sweden;Peter
1-739695919;2012-05-08T12:51:42+01:00;In Progress;Accepted;Major;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-739695919;2012-05-08T13:24:52+01:00;Awaiting Assignment;Queued;Major;Org line C;E_10;G271 2nd;PROD673;se;Sweden;Praveen
1-739695919;2012-05-10T13:25:04+01:00;Awaiting Assignment;Queued;Major;Org line C;C_6;G273 3rd;PROD673;se;Sweden;Martin
1-739695919;2012-05-11T09:41:18+01:00;In Progress;Accepted;Major;Org line C;C_6;G273 3rd;PROD673;se;Sweden;Pascal
1-739695919;2012-05-16T14:22:25+01:00;Closed;Completed;Major;Org line C;C_6;G273 3rd;PROD673;se;Sweden;Pascal
1-739695919;2012-05-29T12:10:03+01:00;In Progress;Accepted;Major;Org line C;C_6;G273 3rd;PROD673;se;Sweden;Pascal
1-739695919;2012-05-29T12:17:45+01:00;Closed;Completed;Major;Org line C;C_6;G273 3rd;PROD673;se;Sweden;Pascal
1-740409214;2012-05-04T09:15:41+01:00;In Progress;Accepted;Major;Org line C;E_4;G88 2nd;PROD348;us;China;Vincent
1-740409214;2012-05-07T09:12:12+01:00;Closed;Completed;Major;Org line C;E_4;G88 2nd;PROD348;us;China;Vincent
1-740676462;2012-05-04T14:38:12+01:00;In Progress;Accepted;Major;Org line C;C_6;N55 3rd;PROD785;us;USA;John
1-740676462;2012-05-09T14:49:54+01:00;Closed;Completed;Major;Org line C;C_6;N55 3rd;PROD785;us;USA;John
1-741495923;2012-05-07T04:38:25+01:00;In Progress;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Fredrik
1-741495923;2012-05-07T04:40:04+01:00;Assigned;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Fredrik
1-741495923;2012-05-07T14:56:16+01:00;In Progress;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-741495923;2012-05-11T11:30:49+01:00;Closed;Completed;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-741753047;2012-05-07T13:22:07+01:00;In Progress;Accepted;Major;Org line A2;A2_1;D7;PROD238;se;Sweden;Jack
1-741753047;2012-05-07T13:24:21+01:00;Closed;Completed;Major;Org line A2;A2_1;D7;PROD238;se;Sweden;Jack
1-741758638;2012-05-07T12:51:27+01:00;In Progress;Accepted;Major;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Peter
1-741758638;2012-05-24T05:04:34+01:00;Closed;Completed;Major;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Peter
1-741807021;2012-05-07T13:19:57+01:00;In Progress;Accepted;Low;Org line C;C_1;G14 3rd;PROD398;us;France;Sylvie
1-741807021;2012-05-09T11:42:38+01:00;Closed;Completed;Low;Org line C;C_1;G14 3rd;PROD398;us;France;Sylvie
1-741987554;2012-05-07T18:07:13+01:00;In Progress;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-07T18:11:09+01:00;Wait;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08T13:14:03+01:00;Wait;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08T13:17:43+01:00;In Progress;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08T14:04:41+01:00;Wait;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08T15:53:55+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-741987554;2012-05-08T16:27:14+01:00;In Progress;Accepted;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Björn
1-741987554;2012-05-16T11:18:55+01:00;Closed;Completed;High;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Björn
1-741995108;2012-05-07T17:56:41+01:00;In Progress;Accepted;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995108;2012-05-08T12:58:31+01:00;In Progress;Accepted;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995108;2012-05-08T13:19:47+01:00;In Progress;Accepted;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995108;2012-05-08T13:23:42+01:00;Wait;Accepted;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995108;2012-05-08T16:29:34+01:00;In Progress;Accepted;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995108;2012-05-08T16:29:59+01:00;Closed;Completed;Low;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Summy
1-741995344;2012-05-07T18:00:49+01:00;In Progress;Accepted;High;Org line C;;N6 2nd;PROD378;us;USA;Robert
1-741995344;2012-05-07T18:02:48+01:00;Awaiting Assignment;Queued;High;Org line C;;N6 2nd;PROD378;us;USA;Robert
1-741995344;2012-05-07T18:04:55+01:00;In Progress;Accepted;High;Org line C;;N6 2nd;PROD378;us;USA;Edward
1-741995344;2012-05-24T14:46:48+01:00;Closed;Completed;High;Org line C;;N6 2nd;PROD378;us;USA;Edward
1-742216614;2012-05-08T10:54:44+01:00;Awaiting Assignment;Queued;Major;Org line C;E_4;G88 2nd;PROD794;in;USA;Robert
1-742216614;2012-05-08T12:07:03+01:00;In Progress;Accepted;Major;Org line C;E_5;G92;PROD794;in;INDIA;Bhim
1-742216614;2012-05-08T12:11:01+01:00;Closed;Completed;Major;Org line C;E_5;G92;PROD794;in;INDIA;Bhim
1-742296921;2012-05-08T11:27:37+01:00;In Progress;Accepted;High;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-742296921;2012-05-08T11:30:54+01:00;Awaiting Assignment;Queued;High;Org line C;E_4;G88 2nd;PROD793;us;USA;Robert
1-742296921;2012-05-22T14:28:14+01:00;In Progress;Accepted;High;Org line C;E_4;G88 2nd;PROD793;us;Sweden;Vaibhav
1-742296921;2012-05-22T15:12:41+01:00;Closed;Completed;High;Org line C;E_4;G88 2nd;PROD793;us;Sweden;Vaibhav
1-742383139;2012-05-08T13:51:43+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD802;se;Sweden;David
1-742383139;2012-05-08T13:58:54+01:00;Assigned;Accepted;High;Org line G4;;S30 2nd;PROD802;se;Sweden;David
1-742383139;2012-05-17T09:35:00+01:00;In Progress;Accepted;High;Org line G4;;S30 2nd;PROD802;se;Sweden;David
1-742383139;2012-05-17T09:35:01+01:00;Closed;Completed;High;Org line G4;;S30 2nd;PROD802;se;Sweden;David
1-742397728;2012-05-08T16:48:23+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD428;us;POLAND;Ewa
1-742397728;2012-05-08T16:50:22+01:00;Closed;Completed;Low;Org line G3;;G199 3rd;PROD428;us;POLAND;Ewa
1-742833777;2012-05-09T16:27:42+01:00;Closed;Completed;Medium;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-742929685;2012-05-09T15:42:39+01:00;In Progress;Accepted;Medium;Org line B;E_3;S12 2nd;PROD119;br;Brazil;Alice
1-742929685;2012-05-09T18:46:34+01:00;Assigned;Accepted;Medium;Org line B;E_3;S12 2nd;PROD119;br;Brazil;Alice
1-742929685;2012-05-22T17:09:16+01:00;Closed;Completed;Medium;Org line B;E_3;S12 2nd;PROD119;br;Brazil;Alice
1-743659911;2012-05-10T15:53:26+01:00;In Progress;Accepted;Medium;Org line C;C_4;G155 3rd;PROD673;se;Sweden;Lars
1-743659911;2012-05-31T15:19:08+01:00;Closed;Completed;Medium;Org line C;C_4;G155 3rd;PROD673;se;Sweden;Lars
1-743923075;2012-05-11T08:10:04+01:00;In Progress;Accepted;Medium;Org line V2;;T2 2nd;PROD631;se;Sweden;Suzanne
1-743923075;2012-05-30T09:57:00+01:00;Closed;Completed;Medium;Org line V2;;T2 2nd;PROD631;se;Sweden;Suzanne
1-744020867;2012-05-11T11:32:41+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744020867;2012-05-11T11:35:47+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744096281;2012-05-11T12:44:22+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G47 2nd;PROD243;se;Sweden;Avvaru
1-744096281;2012-05-29T07:23:44+01:00;Closed;Completed;Medium;Org line A2;A2_4;G47 2nd;PROD243;se;Sweden;Avvaru
1-744436513;2012-05-13T01:55:10+01:00;In Progress;Accepted;High;Org line C;E_4;G93 2nd;PROD701;in;INDIA;Hari
1-744436513;2012-05-13T01:56:10+01:00;Awaiting Assignment;Queued;High;Org line C;E_4;G93 2nd;PROD701;in;INDIA;Hari
1-744436513;2012-05-15T08:58:46+01:00;In Progress;Accepted;High;Org line C;E_4;G93 2nd;PROD701;in;Sweden;Patrik
1-744436513;2012-05-15T09:06:53+01:00;Closed;Completed;High;Org line C;E_4;G93 2nd;PROD701;in;Sweden;Patrik
1-744436815;2012-05-13T16:29:31+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744436815;2012-05-13T16:30:04+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744436853;2012-05-13T16:54:39+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-744436853;2012-05-13T17:01:55+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-744771526;2012-05-14T11:27:18+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744771526;2012-05-14T11:28:52+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-744812279;2012-05-14T17:27:12+01:00;In Progress;Accepted;Medium;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Rakesh
1-744812279;2012-05-14T17:33:42+01:00;Closed;Completed;Medium;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Rakesh
1-744867338;2012-05-14T12:50:28+01:00;In Progress;Accepted;Medium;Org line C;E_7;G161 2nd;PROD671;se;Sweden;Christer
1-744867338;2012-05-21T10:48:01+01:00;Closed;Completed;Medium;Org line C;E_7;G161 2nd;PROD671;se;Sweden;Christer
1-744961184;2012-05-14T14:12:01+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-744961184;2012-05-14T14:14:26+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-744961783;2012-05-14T14:44:18+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-744961783;2012-05-14T14:56:34+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-745176353;2012-05-15T01:30:02+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Ruchi
1-745176353;2012-05-16T00:59:49+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Ruchi
1-745323752;2012-05-15T09:09:29+01:00;In Progress;Accepted;High;Org line C;C_1;G56 3rd;PROD795;be;Sweden;Per
1-745323752;2012-05-30T21:12:43+01:00;Closed;Completed;High;Org line C;C_1;G56 3rd;PROD795;be;Sweden;Per
1-745528120;2012-05-15T16:35:05+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-745528120;2012-05-15T16:38:18+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-745590142;2012-05-15T14:47:11+01:00;In Progress;Accepted;Major;Org line A2;D_1;L45 3rd;PROD617;se;Sweden;Åsa
1-745590142;2012-05-31T13:34:39+01:00;Closed;Completed;Major;Org line A2;D_1;L45 3rd;PROD617;se;Sweden;Åsa
1-745630444;2012-05-15T16:19:08+01:00;In Progress;Accepted;Major;Org line V5;;V20 2nd;PROD221;se;INDIA;Vishal
1-745630444;2012-05-15T16:27:51+01:00;Closed;Completed;Major;Org line V5;;V20 2nd;PROD221;se;INDIA;Vishal
1-745791842;2012-05-16T02:13:02+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Ruchi
1-745791842;2012-05-16T02:18:13+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Ruchi
1-745941359;2012-05-16T10:04:44+01:00;In Progress;Accepted;High;Org line A2;;S60 2nd;PROD221;kr;Korea;Jiheung
1-745941359;2012-05-16T10:05:16+01:00;Awaiting Assignment;Queued;High;Org line A2;;S60 2nd;PROD221;kr;Korea;Jiheung
1-745941359;2012-05-16T10:59:22+01:00;In Progress;Accepted;High;Org line A2;;S60 2nd;PROD221;kr;Korea;Jiheung
1-745941359;2012-05-31T10:58:48+01:00;Assigned;Accepted;High;Org line A2;;S60 2nd;PROD221;kr;Korea;Jiheung
