Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-751447190;Low;2012-05-29T10:58:59+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Yu
1-751457471;Medium;2012-05-29T11:43:07+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-751457471;Medium;2012-05-29T11:43:23+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29T13:05:01+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29T13:13:43+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29T13:15:11+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-751492205;Low;2012-05-29T12:48:35+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-751548681;Medium;2012-05-29T14:28:01+01:00;Accepted;Wait;Org line A2;A2_2;G115 3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29T14:28:15+01:00;Accepted;In Progress;Org line A2;A2_2;G115 3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29T14:28:48+01:00;Accepted;In Progress;Org line A2;A2_2;G34 3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29T15:07:32+01:00;Accepted;Wait;Org line A2;A2_2;G34 3rd;PROD698;fr;POLAND;Tomasz
1-751568641;Low;2012-05-29T14:42:20+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Alan
1-751683081;Low;2012-05-29T15:48:03+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Charlotta
1-751683081;Low;2012-05-29T15:49:44+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;Charlotta
1-751689562;Medium;2012-05-29T16:44:19+01:00;Accepted;In Progress;Org line A2;A2_2;T13 2nd;PROD200;fr;POLAND;Anna
1-751729551;Medium;2012-05-29T18:24:19+01:00;Accepted;In Progress;Org line A2;D_1;V11 3rd;PROD74;pl;POLAND;Bartlomiej
1-751729551;Medium;2012-05-29T18:24:45+01:00;Accepted;In Progress;Org line A2;D_1;V11 3rd;PROD74;pl;POLAND;Bartlomiej
1-751772104;Major;2012-05-29T19:28:51+01:00;Accepted;In Progress;Org line A2;A2_2;S2 2nd;PROD126;br;Brazil;Carla
1-751772104;Major;2012-05-30T13:03:07+01:00;Accepted;Wait;Org line A2;A2_2;S2 2nd;PROD126;br;Brazil;Carla
1-751904239;Low;2012-05-30T07:28:43+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Cindy
1-752141231;Medium;2012-05-30T12:56:34+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-30T16:14:44+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-30T16:25:24+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD350;se;Sweden;Gaurav
1-752141231;Medium;2012-05-30T16:30:40+01:00;Queued;Awaiting Assignment;Org line B;C_6;S13 3rd;PROD350;se;INDIA;Ganesh
1-752141231;Medium;2012-05-31T03:28:35+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-31T03:55:20+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD350;se;Sweden;Umar Farooque
1-752141231;Medium;2012-05-31T07:25:26+01:00;Queued;Awaiting Assignment;Org line B;C_6;S13 3rd;PROD350;se;INDIA;Ganesh
1-752141231;Medium;2012-05-31T12:40:54+01:00;Accepted;In Progress;Org line B;C_6;S13 3rd;PROD350;se;INDIA;Anandgiri
1-752141231;Medium;2012-06-14T12:56:52+01:00;Queued;Awaiting Assignment;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-752141295;Medium;2012-05-30T13:03:09+01:00;Accepted;In Progress;Org line A2;A2_2;G22 2nd;PROD196;fr;France;Frederic
1-752141295;Medium;2012-05-30T13:05:01+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;G22 2nd;PROD196;fr;France;Frederic
1-752158401;Low;2012-05-30T13:53:31+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Alan
1-752184442;Medium;2012-05-30T14:40:15+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-752195185;Medium;2012-05-31T09:31:01+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Johan
1-752253951;Medium;2012-05-30T15:50:36+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Alan
1-752262129;Medium;2012-05-30T16:55:15+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-752262129;Medium;2012-05-30T17:28:36+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-752294640;Medium;2012-05-30T18:38:56+01:00;Queued;Awaiting Assignment;Org line C;E_1;G99 2nd;PROD153;us;Sweden;Jari
1-752294640;Medium;2012-06-12T11:51:01+01:00;Accepted;Assigned;Org line C;E_1;G99 2nd;PROD153;us;Sweden;Maria
1-752294640;Medium;2012-06-12T13:15:26+01:00;Accepted;Assigned;Org line C;E_1;G99 2nd;PROD153;us;Sweden;Maria
1-752294640;Medium;2012-06-12T13:15:27+01:00;Queued;Awaiting Assignment;Org line C;E_1;G13 2nd;PROD153;us;USA;William
1-752294659;Medium;2012-05-30T18:45:49+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-752294659;Medium;2012-05-30T18:48:43+01:00;Queued;Awaiting Assignment;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-752294659;Medium;2012-06-04T09:25:49+01:00;Accepted;Assigned;Org line C;E_7;G153 2nd;PROD673;se;INDIA;Ruhi
1-752294659;Medium;2012-06-04T09:40:13+01:00;Accepted;Assigned;Org line C;E_7;G153 2nd;PROD673;se;INDIA;Santosh
1-752294659;Medium;2012-06-14T17:19:47+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;INDIA;Santosh
1-752294699;Medium;2012-05-30T18:54:30+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-752294699;Medium;2012-05-30T18:56:16+01:00;Queued;Awaiting Assignment;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-752294699;Medium;2012-06-04T09:26:54+01:00;Accepted;Assigned;Org line C;E_7;G153 2nd;PROD673;se;INDIA;Santosh
1-752521529;Medium;2012-05-31T09:50:47+01:00;Accepted;In Progress;Org line C;E_3;G69 2nd;PROD379;se;Sweden;Olof
1-752541471;Medium;2012-05-31T12:03:18+01:00;Accepted;In Progress;Org line V2;;T7;PROD257;se;Sweden;Tonie
1-752541471;Medium;2012-06-04T15:51:04+01:00;Accepted;Assigned;Org line V2;;T7;PROD257;se;Sweden;Tonie
1-752542242;Medium;2012-05-31T09:54:47+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-752580191;Medium;2012-05-31T11:06:38+01:00;Accepted;In Progress;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ann-Charlotte
1-752629415;Medium;2012-05-31T12:20:22+01:00;Queued;Awaiting Assignment;Org line C;E_7;G165 2nd;PROD424;in;INDIA;-
1-752629415;Medium;2012-06-03T21:01:15+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD424;in;INDIA;Rajendra
1-752643661;High;2012-05-31T12:29:15+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-752643661;High;2012-05-31T15:22:09+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-752702791;Medium;2012-05-31T14:34:19+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-752702791;Medium;2012-05-31T14:51:16+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-752799402;Medium;2012-05-31T17:40:05+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-752799402;Medium;2012-05-31T17:46:30+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-752809009;High;2012-05-31T17:34:35+01:00;Accepted;In Progress;Org line C;E_10;G285 2nd;PROD646;se;Sweden;Leif
1-752828161;Medium;2012-05-31T17:08:17+01:00;Accepted;In Progress;Org line C;V3_3;V42 2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-05-31T17:10:24+01:00;Queued;Awaiting Assignment;Org line C;V3_3;V42 2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-06-06T11:21:45+01:00;Accepted;In Progress;Org line C;V3_3;V42 2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-06-12T11:48:38+01:00;Accepted;Assigned;Org line C;V3_3;V42 2nd;PROD30;fr;France;Fabrice
1-753034398;Low;2012-06-01T07:48:05+01:00;Accepted;In Progress;Org line C;E_1;G294 2nd;PROD567;se;INDIA;Atul
1-753055854;Medium;2012-06-01T08:59:47+01:00;Accepted;In Progress;Org line C;E_5;G92;PROD325;se;INDIA;Vinodhkumar
1-753055854;Medium;2012-06-01T09:10:41+01:00;Queued;Awaiting Assignment;Org line C;E_5;G92;PROD325;se;INDIA;Vinodhkumar
1-753055854;Medium;2012-06-01T11:44:14+01:00;Accepted;In Progress;Org line C;E_4;G93 2nd;PROD325;se;INDIA;Freddy
1-753055854;Medium;2012-06-06T08:36:27+01:00;Queued;Awaiting Assignment;Org line C;C_3;G211 3rd;PROD325;se;Sweden;Inger
1-753055854;Medium;2012-06-08T11:29:39+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-753118981;Medium;2012-06-01T09:57:22+01:00;Accepted;In Progress;Org line A2;A2_3;U6 2nd;PROD319;se;Sweden;Linda
1-753119403;Medium;2012-06-01T10:00:16+01:00;Accepted;In Progress;Org line A2;A2_3;U6 2nd;PROD319;se;Sweden;Linda
1-753140751;Medium;2012-06-01T10:52:54+01:00;Accepted;Assigned;Org line A2;D_1;L38 3rd;PROD607;se;Sweden;Sandeep
1-753140751;Medium;2012-06-01T12:11:12+01:00;Accepted;In Progress;Org line A2;D_1;L38 3rd;PROD607;se;Sweden;Sandeep
1-753170915;High;2012-06-01T10:48:05+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753170915;High;2012-06-01T10:52:18+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753174310;Low;2012-06-01T12:32:15+01:00;Accepted;In Progress;Org line G4;;S29 2nd;PROD176;se;Sweden;Erik
1-753174310;Low;2012-06-01T12:38:03+01:00;Accepted;Assigned;Org line G4;;S29 2nd;PROD176;se;Sweden;Erik
1-753202887;Medium;2012-06-01T14:36:07+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753202887;Medium;2012-06-01T15:41:29+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753238365;Medium;2012-06-01T14:32:42+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD609;se;Sweden;Ing-Marie
1-753238365;Medium;2012-06-01T14:56:14+01:00;Queued;Awaiting Assignment;Org line G4;;G51 2nd;PROD609;se;Sweden;Ing-Marie
1-753244396;Medium;2012-06-01T13:39:59+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753244396;Medium;2012-06-01T13:40:38+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753244555;Medium;2012-06-01T13:44:41+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753244555;Medium;2012-06-01T13:47:16+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753244649;Medium;2012-06-01T13:56:33+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753244649;Medium;2012-06-04T15:36:57+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753245663;Medium;2012-06-01T13:34:16+01:00;Accepted;In Progress;Org line C;E_6;G329 2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-01T14:01:28+01:00;Queued;Awaiting Assignment;Org line C;E_6;G329 2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-12T11:31:37+01:00;Accepted;In Progress;Org line C;E_6;G329 2nd;PROD149;be;Belgium;Ludwig
1-753245663;Medium;2012-06-13T09:45:10+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD149;be;Sweden;Partha
1-753245663;Medium;2012-06-13T09:48:18+01:00;Queued;Awaiting Assignment;Org line C;E_6;G329 2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-13T11:06:59+01:00;Accepted;In Progress;Org line C;E_6;G329 2nd;PROD149;be;Belgium;Marc
1-753287118;Low;2012-06-01T13:56:50+01:00;Accepted;In Progress;Org line C;V3_2;G375;PROD253;se;Sweden;Fredrik
1-753301833;Medium;2012-06-01T15:27:00+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-753301833;Medium;2012-06-01T15:45:38+01:00;Queued;Awaiting Assignment;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-753301833;Medium;2012-06-04T09:27:25+01:00;Accepted;Assigned;Org line C;E_7;G153 2nd;PROD673;se;INDIA;Rohan
1-753362545;Major;2012-06-01T16:43:38+01:00;Accepted;In Progress;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Dusan
1-753362545;Major;2012-06-08T14:48:56+01:00;Accepted;Wait;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Dusan
1-753487360;High;2012-06-02T00:05:17+01:00;Accepted;In Progress;Org line C;E_10;G138 2nd;PROD802;us;Sweden;Ann-Charlotte
1-753487360;High;2012-06-02T00:37:22+01:00;Queued;Awaiting Assignment;Org line C;E_10;G138 2nd;PROD802;us;Sweden;Ann-Charlotte
1-753487360;High;2012-06-08T10:42:37+01:00;Accepted;In Progress;Org line C;E_10;G143 2nd;PROD802;us;Sweden;Mats
1-753487360;High;2012-06-08T10:43:12+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Martin
1-753487360;High;2012-06-08T10:56:45+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Andreas
1-753487360;High;2012-06-08T14:52:35+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Andreas
1-753487360;High;2012-06-15T08:57:23+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD802;us;USA;Robert
1-753504966;High;2012-06-02T00:08:11+01:00;Accepted;In Progress;Org line C;E_10;G138 2nd;PROD802;us;Sweden;Ann-Charlotte
1-753504966;High;2012-06-02T00:37:24+01:00;Queued;Awaiting Assignment;Org line C;E_10;G138 2nd;PROD802;us;Sweden;Ann-Charlotte
1-753504966;High;2012-06-04T08:40:27+01:00;Accepted;In Progress;Org line C;E_10;G143 2nd;PROD802;us;Sweden;Mats
1-753504966;High;2012-06-04T08:42:50+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Martin
1-753504966;High;2012-06-04T09:15:01+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Andreas
1-753504966;High;2012-06-04T10:08:07+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;us;Sweden;Andreas
1-753504966;High;2012-06-07T16:50:26+01:00;Queued;Awaiting Assignment;Org line C;E_4;G89 2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08T05:41:35+01:00;Accepted;In Progress;Org line C;E_4;G89 2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08T05:42:07+01:00;Accepted;Wait;Org line C;E_4;G89 2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08T08:04:18+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD802;us;USA;Robert
1-753504966;High;2012-06-13T13:34:31+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD802;us;Sweden;Jagannath
1-753569621;Medium;2012-06-03T02:06:31+01:00;Accepted;In Progress;Org line C;E_10;S51 2nd;PROD802;jp;Japan;Ryouhei
1-753569621;Medium;2012-06-03T02:13:02+01:00;Accepted;In Progress;Org line C;E_10;S51 2nd;PROD802;jp;Japan;Ryouhei
1-753569621;Medium;2012-06-11T05:54:29+01:00;Accepted;Wait;Org line C;E_10;S51 2nd;PROD802;jp;Japan;Ryouhei
1-753646102;Medium;2012-06-03T21:47:58+01:00;Accepted;In Progress;Org line C;;N6 2nd;PROD330;us;USA;Thomas
1-753713441;Medium;2012-06-04T08:19:20+01:00;Accepted;In Progress;Org line A2;A2_4;L23 3rd;PROD500;us;INDIA;Amit
1-753768558;Medium;2012-06-04T10:25:16+01:00;Accepted;In Progress;Org line A2;A2_4;G328 2nd;PROD41;be;Belgium;Marc
1-753815551;Medium;2012-06-04T10:28:12+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753815551;Medium;2012-06-04T12:08:55+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753815676;Medium;2012-06-04T10:35:58+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753815676;Medium;2012-06-04T12:53:09+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-753878023;Medium;2012-06-04T11:14:07+01:00;Accepted;In Progress;Org line C;;V34 2nd;PROD209;fr;France;Michel
1-753944613;Medium;2012-06-04T13:30:02+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-753944613;Medium;2012-06-04T15:35:57+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-754168350;High;2012-06-04T21:27:38+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD154;se;Sweden;Praveen
1-754168350;High;2012-06-07T19:30:43+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD154;se;Sweden;Praveen
1-754168350;High;2012-06-07T19:35:32+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD154;se;Sweden;Parbhat
1-754168350;High;2012-06-07T19:36:14+01:00;Accepted;Assigned;Org line C;E_10;G271 2nd;PROD154;se;Sweden;Ankit
1-754168350;High;2012-06-07T20:17:30+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD154;se;Sweden;Martin
1-754350709;Medium;2012-06-05T09:42:00+01:00;Accepted;In Progress;Org line A2;A2_1;M28 2nd;PROD730;se;Sweden;Ratikanta
1-754350709;Medium;2012-06-05T14:35:33+01:00;Accepted;Wait;Org line A2;A2_1;M28 2nd;PROD730;se;Sweden;Ratikanta
1-754450223;High;2012-06-05T09:52:23+01:00;Accepted;In Progress;Org line G1;E_6;G358 2nd;PROD292;se;Sweden;Jenny
1-754450603;High;2012-06-05T09:53:56+01:00;Accepted;In Progress;Org line G1;E_6;G358 2nd;PROD292;se;Sweden;Jenny
1-754526611;High;2012-06-05T11:55:32+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD671;se;Sweden;Peter
1-754526611;High;2012-06-05T12:27:59+01:00;Queued;Awaiting Assignment;Org line C;E_7;G160 2nd;PROD671;se;Sweden;Peter
1-754526611;High;2012-06-05T17:21:46+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD671;se;Sweden;Peter
1-754539158;High;2012-06-05T12:19:36+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-754539158;High;2012-06-05T12:23:56+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-754582299;Medium;2012-06-05T13:12:32+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-754582299;Medium;2012-06-05T15:57:00+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-754584941;High;2012-06-05T12:36:48+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD330;se;Sweden;Olle
1-754584941;High;2012-06-05T12:44:41+01:00;Accepted;Assigned;Org line C;E_2;G57 2nd;PROD330;se;Sweden;Olle
1-754584941;High;2012-06-05T12:58:00+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD330;se;Sweden;Olle
1-754744405;Medium;2012-06-05T15:42:00+01:00;Accepted;In Progress;Org line C;E_3;G64 2nd;PROD382;be;USA;Mats
1-754949761;High;2012-06-06T06:34:19+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Srinivasan
1-754949761;High;2012-06-06T06:35:41+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Rijin
1-754949761;High;2012-06-08T11:28:48+01:00;Accepted;Assigned;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-08T13:53:53+01:00;Accepted;Wait;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-12T14:07:26+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-12T15:21:10+01:00;Accepted;Wait;Org line B;E_10;G230 2nd;PROD452;in;INDIA;Sujith
1-755039071;Major;2012-06-06T05:51:21+01:00;Accepted;In Progress;Org line C;V3_2;S31;PROD214;jp;Japan;Ryou
1-755123451;Medium;2012-06-06T12:48:04+01:00;Accepted;In Progress;Org line A2;A2_2;S2 2nd;PROD135;br;Brazil;Flavio
1-755151337;Medium;2012-06-06T13:02:19+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-755151337;Medium;2012-06-06T13:22:35+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-755193882;Medium;2012-06-06T15:39:18+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-755193882;Medium;2012-06-06T15:39:50+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-755198841;Medium;2012-06-06T16:31:49+01:00;Accepted;In Progress;Org line A2;A2_3;N5 2nd;PROD488;us;USA;David
1-755218095;High;2012-06-06T15:59:53+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-755218095;High;2012-06-14T08:38:36+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-755248531;High;2012-06-06T21:40:56+01:00;Accepted;In Progress;Org line B;E_6;S4 2nd;PROD143;br;Brazil;Thiago
1-755443602;Low;2012-06-07T09:48:12+01:00;Accepted;In Progress;Org line F;;G207 2nd;PROD535;se;Belgium;Marc
1-755443602;Low;2012-06-07T09:49:11+01:00;Accepted;Assigned;Org line F;;G207 2nd;PROD535;se;Belgium;Marc
1-755443602;Low;2012-06-07T10:03:55+01:00;Accepted;In Progress;Org line F;;G207 2nd;PROD535;se;Belgium;Marc
1-755467807;Medium;2012-06-07T10:38:08+01:00;Accepted;In Progress;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Niklas
1-755467807;Medium;2012-06-07T10:39:44+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Niklas
1-755467807;Medium;2012-06-07T10:42:35+01:00;Accepted;In Progress;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Niklas
1-755478621;Medium;2012-06-07T10:23:55+01:00;Accepted;In Progress;Org line C;E_7;G161 2nd;PROD671;se;Sweden;Börje
1-755773369;Major;2012-06-07T17:07:28+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-755797667;Low;2012-06-07T19:39:13+01:00;Accepted;In Progress;Org line C;;N15 2nd;OTHERS;ca;Canada;Eric
1-755985697;Medium;2012-06-08T09:33:24+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-755985697;Medium;2012-06-08T09:38:37+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-756110987;High;2012-06-08T11:06:15+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD659;se;Sweden;Rakesh
1-756110987;High;2012-06-08T11:07:50+01:00;Queued;Awaiting Assignment;Org line C;E_10;G288 2nd;PROD659;se;Sweden;Rakesh
1-756110987;High;2012-06-08T11:19:22+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD659;se;Sweden;Manisha
1-756110987;High;2012-06-08T11:31:24+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD659;se;Sweden;Praveen
1-756110987;High;2012-06-08T12:23:16+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD659;se;Sweden;Martin
1-756111935;Low;2012-06-08T11:06:09+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-756265856;Medium;2012-06-08T15:36:00+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-756265856;Medium;2012-06-08T15:45:37+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-756296231;Low;2012-06-08T15:38:24+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Martin
1-756296231;Low;2012-06-08T15:50:17+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Martin
1-756296231;Low;2012-06-11T10:39:13+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Andreas
1-756296231;Low;2012-06-11T13:20:05+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD804;se;Sweden;Andreas
1-756296861;Medium;2012-06-08T17:15:36+01:00;Accepted;In Progress;Org line V5;;V20 2nd;PROD221;se;Sweden;Sachin
1-756300970;Medium;2012-06-08T15:39:57+01:00;Queued;Awaiting Assignment;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Peter
1-756300970;Medium;2012-06-12T07:06:05+01:00;Accepted;In Progress;Org line C;E_7;G153 2nd;PROD673;se;Sweden;Per
