case,event,startTime,completeTime
r5_327,Appraise property,37:45.9,37:45.9
r5_327,Check credit history,14:04.0,14:04.0
r5_327,Assess loan risk,17:09.4,17:09.4
r5_327,Assess eligibility,20:27.8,20:27.8
r5_327,Prepare acceptance pack,15:33.3,15:33.3
r5_327,Check if home insurance quote is requested,27:44.2,27:44.2
r5_327,Send acceptance pack,59:49.3,59:49.3
r5_327,Verify repayment agreement,49:04.7,49:04.7
r5_327,Cancel application,59:09.3,59:09.3
r5_327,Loan  application canceled,59:09.3,59:09.3
r5_279,Loan  application received,30:00.0,30:00.0
r5_279,Check  application  form completeness,42:08.0,42:08.0
r5_279,Check credit history,03:21.1,03:21.1
r5_279,Appraise property,10:08.8,10:08.8
r5_279,Assess loan risk,26:11.4,26:11.4
r5_279,Assess eligibility,36:15.7,36:15.7
r5_279,Prepare acceptance pack,38:03.4,38:03.4
r5_279,Check if home insurance quote is requested,17:28.1,17:28.1
r5_279,Send home insurance quote,53:03.0,53:03.0
r5_279,Verify repayment agreement,17:35.0,17:35.0
r5_279,Cancel application,53:14.5,53:14.5
r5_279,Loan  application canceled,53:14.5,53:14.5
r5_306,Loan  application received,00:00.0,00:00.0
r5_306,Check  application  form completeness,29:43.1,29:43.1
r5_306,Check credit history,35:48.3,35:48.3
r5_306,Assess loan risk,55:55.4,55:55.4
r5_306,Appraise property,03:39.7,03:39.7
r5_306,Assess eligibility,40:40.3,40:40.3
r5_306,Prepare acceptance pack,49:42.7,49:42.7
r5_306,Check if home insurance quote is requested,38:57.5,38:57.5
r5_306,Send home insurance quote,43:14.6,43:14.6
r5_306,Verify repayment agreement,46:10.4,46:10.4
r5_306,Approve application,46:27.1,46:27.1
r5_306,Loan  application approved,46:27.1,46:27.1
r5_221,Loan  application received,30:00.0,30:00.0
r5_221,Check  application  form completeness,09:59.7,09:59.7
r5_221,Appraise property,54:43.0,54:43.0
r5_221,Check credit history,17:32.3,17:32.3
r5_221,Assess loan risk,39:48.4,39:48.4
r5_221,Assess eligibility,02:34.1,02:34.1
r5_221,Prepare acceptance pack,31:01.7,31:01.7
r5_221,Check if home insurance quote is requested,29:15.6,29:15.6
r5_221,Send home insurance quote,31:50.6,31:50.6
r5_221,Verify repayment agreement,22:44.1,22:44.1
r5_221,Approve application,20:56.5,20:56.5
r5_221,Loan  application approved,20:56.5,20:56.5
r5_446,Loan  application received,00:00.0,00:00.0
r5_446,Check  application  form completeness,18:03.5,18:03.5
r5_446,Check credit history,19:14.2,19:14.2
r5_446,Assess loan risk,03:15.3,03:15.3
r5_446,Appraise property,57:13.5,57:13.5
r5_446,Assess eligibility,11:17.7,11:17.7
r5_446,Reject application,11:22.8,11:22.8
r5_446,Loan application rejected,11:22.8,11:22.8
r5_202,Loan  application received,00:00.0,00:00.0
r5_202,Check  application  form completeness,19:05.7,19:05.7
r5_202,Appraise property,29:10.6,29:10.6
r5_202,Check credit history,50:44.7,50:44.7
r5_202,Assess loan risk,14:19.2,14:19.2
r5_202,Assess eligibility,54:39.1,54:39.1
r5_202,Prepare acceptance pack,23:39.9,23:39.9
r5_202,Check if home insurance quote is requested,24:20.7,24:20.7
r5_202,Send acceptance pack,29:56.6,29:56.6
r5_202,Verify repayment agreement,39:15.7,39:15.7
r5_202,Cancel application,58:01.2,58:01.2
r5_202,Loan  application canceled,58:01.2,58:01.2
r5_253,Loan  application received,30:00.0,30:00.0
r5_253,Check  application  form completeness,49:41.9,49:41.9
r5_253,Check credit history,20:58.3,20:58.3
r5_253,Appraise property,15:53.2,15:53.2
r5_253,Assess loan risk,38:32.3,38:32.3
r5_253,Assess eligibility,15:15.2,15:15.2
r5_253,Prepare acceptance pack,01:15.2,01:15.2
r5_253,Check if home insurance quote is requested,07:14.9,07:14.9
r5_253,Send acceptance pack,11:43.5,11:43.5
r5_253,Verify repayment agreement,12:04.2,12:04.2
r5_253,Cancel application,28:05.9,28:05.9
r5_253,Loan  application canceled,28:05.9,28:05.9
r5_343,Loan  application received,30:00.0,30:00.0
r5_343,Check  application  form completeness,55:22.1,55:22.1
r5_343,Appraise property,56:44.7,56:44.7
r5_343,Check credit history,06:04.8,06:04.8
r5_343,Assess loan risk,22:45.7,22:45.7
r5_343,Assess eligibility,16:06.8,16:06.8
r5_343,Prepare acceptance pack,38:11.3,38:11.3
r5_343,Check if home insurance quote is requested,05:34.8,05:34.8
r5_343,Send home insurance quote,28:04.7,28:04.7
r5_343,Verify repayment agreement,15:11.9,15:11.9
r5_343,Approve application,23:31.8,23:31.8
r5_343,Loan  application approved,23:31.8,23:31.8
r5_198,Loan  application received,00:00.0,00:00.0
r5_198,Check  application  form completeness,14:49.3,14:49.3
r5_198,Check credit history,39:49.6,39:49.6
r5_198,Assess loan risk,03:42.4,03:42.4
r5_198,Appraise property,22:11.3,22:11.3
r5_198,Assess eligibility,22:23.7,22:23.7
r5_198,Prepare acceptance pack,42:03.5,42:03.5
r5_198,Check if home insurance quote is requested,03:56.4,03:56.4
r5_198,Send acceptance pack,31:54.8,31:54.8
r5_198,Verify repayment agreement,43:20.8,43:20.8
r5_198,Cancel application,43:39.9,43:39.9
r5_198,Loan  application canceled,43:39.9,43:39.9
r5_445,Loan  application received,30:00.0,30:00.0
r5_445,Check  application  form completeness,51:22.4,51:22.4
r5_445,Check credit history,56:48.2,56:48.2
r5_445,Appraise property,42:21.4,42:21.4
r5_445,Assess loan risk,04:03.4,04:03.4
r5_445,Assess eligibility,13:39.9,13:39.9
r5_445,Prepare acceptance pack,18:27.4,18:27.4
r5_445,Check if home insurance quote is requested,41:08.2,41:08.2
r5_445,Send acceptance pack,00:29.8,00:29.8
r5_445,Verify repayment agreement,18:45.0,18:45.0
r5_445,Cancel application,16:34.1,16:34.1
r5_445,Loan  application canceled,16:34.1,16:34.1
r5_304,Loan  application received,00:00.0,00:00.0
r5_304,Check  application  form completeness,54:54.3,54:54.3
r5_304,Check credit history,08:09.4,08:09.4
r5_304,Appraise property,35:58.4,35:58.4
r5_304,Assess loan risk,47:06.1,47:06.1
r5_304,Assess eligibility,56:25.3,56:25.3
r5_304,Reject application,58:31.0,58:31.0
r5_304,Loan application rejected,58:31.0,58:31.0
r5_419,Loan  application received,30:00.0,30:00.0
r5_419,Check  application  form completeness,50:37.5,50:37.5
r5_419,Check credit history,54:28.4,54:28.4
r5_419,Appraise property,07:57.8,07:57.8
r5_419,Assess loan risk,15:07.4,15:07.4
r5_419,Assess eligibility,37:20.2,37:20.2
r5_419,Reject application,21:46.0,21:46.0
r5_419,Loan application rejected,21:46.0,21:46.0
r5_255,Loan  application received,30:00.0,30:00.0
r5_255,Check  application  form completeness,40:42.2,40:42.2
r5_255,Appraise property,30:59.4,30:59.4
r5_255,Check credit history,50:33.7,50:33.7
r5_255,Assess loan risk,18:36.2,18:36.2
r5_255,Assess eligibility,10:17.7,10:17.7
r5_255,Reject application,11:25.5,11:25.5
r5_255,Loan application rejected,11:25.5,11:25.5
r5_175,Loan  application received,30:00.0,30:00.0
r5_175,Check  application  form completeness,55:34.3,55:34.3
r5_175,Appraise property,31:18.2,31:18.2
r5_175,Check credit history,49:24.0,49:24.0
r5_175,Assess loan risk,31:06.3,31:06.3
r5_175,Assess eligibility,08:10.8,08:10.8
r5_175,Reject application,22:34.7,22:34.7
r5_175,Loan application rejected,22:34.7,22:34.7
r5_493,Loan  application received,30:00.0,30:00.0
r5_493,Check  application  form completeness,54:23.4,54:23.4
r5_493,Return application back to applicant,14:56.8,14:56.8
r5_493,Receive updated application,29:40.0,29:40.0
r5_493,Check  application  form completeness,53:16.1,53:16.1
r5_493,Check credit history,13:06.3,13:06.3
r5_493,Assess loan risk,43:41.9,43:41.9
r5_493,Appraise property,46:08.4,46:08.4
r5_493,Assess eligibility,57:31.0,57:31.0
r5_493,Reject application,42:26.8,42:26.8
r5_493,Loan application rejected,42:26.8,42:26.8
r5_450,Loan  application received,00:00.0,00:00.0
r5_450,Check  application  form completeness,04:44.4,04:44.4
r5_450,Check credit history,14:33.2,14:33.2
r5_450,Assess loan risk,47:06.0,47:06.0
r5_450,Appraise property,23:11.9,23:11.9
r5_450,Assess eligibility,00:34.2,00:34.2
r5_450,Prepare acceptance pack,08:00.7,08:00.7
r5_450,Check if home insurance quote is requested,13:31.8,13:31.8
r5_450,Send home insurance quote,10:18.1,10:18.1
r5_450,Verify repayment agreement,21:47.2,21:47.2
r5_450,Cancel application,32:29.6,32:29.6
r5_450,Loan  application canceled,32:29.6,32:29.6
r5_434,Loan  application received,00:00.0,00:00.0
r5_434,Check  application  form completeness,05:22.1,05:22.1
r5_434,Appraise property,22:38.7,22:38.7
r5_434,Check credit history,30:25.8,30:25.8
r5_434,Assess loan risk,49:45.1,49:45.1
r5_434,Assess eligibility,54:08.6,54:08.6
r5_434,Prepare acceptance pack,02:43.5,02:43.5
r5_434,Check if home insurance quote is requested,09:10.3,09:10.3
r5_434,Send acceptance pack,52:24.1,52:24.1
r5_434,Verify repayment agreement,54:09.9,54:09.9
r5_434,Cancel application,31:44.9,31:44.9
r5_434,Loan  application canceled,31:44.9,31:44.9
r5_390,Loan  application received,00:00.0,00:00.0
r5_390,Check  application  form completeness,55:35.7,55:35.7
r5_390,Check credit history,59:10.2,59:10.2
r5_390,Assess loan risk,37:40.5,37:40.5
r5_390,Appraise property,18:11.5,18:11.5
r5_390,Assess eligibility,18:56.3,18:56.3
r5_390,Reject application,58:29.0,58:29.0
r5_390,Loan application rejected,58:29.0,58:29.0
r5_102,Loan  application received,00:00.0,00:00.0
r5_102,Check  application  form completeness,09:32.2,09:32.2
r5_102,Appraise property,16:52.2,16:52.2
r5_102,Check credit history,02:35.8,02:35.8
r5_102,Assess loan risk,28:22.2,28:22.2
r5_102,Assess eligibility,16:34.4,16:34.4
r5_102,Reject application,27:31.3,27:31.3
r5_102,Loan application rejected,27:31.3,27:31.3
r5_62,Loan  application received,00:00.0,00:00.0
r5_62,Check  application  form completeness,41:17.8,41:17.8
r5_62,Appraise property,50:30.7,50:30.7
r5_62,Check credit history,52:04.6,52:04.6
r5_62,Assess loan risk,55:31.8,55:31.8
r5_62,Assess eligibility,00:37.8,00:37.8
r5_62,Reject application,16:34.5,16:34.5
r5_62,Loan application rejected,16:34.5,16:34.5
r5_407,Loan  application received,30:00.0,30:00.0
r5_407,Check  application  form completeness,10:48.6,10:48.6
r5_407,Check credit history,17:30.6,17:30.6
r5_407,Appraise property,27:30.0,27:30.0
r5_407,Assess loan risk,40:33.8,40:33.8
r5_407,Assess eligibility,01:59.1,01:59.1
r5_407,Reject application,11:36.5,11:36.5
r5_407,Loan application rejected,11:36.5,11:36.5
r5_184,Loan  application received,00:00.0,00:00.0
r5_184,Check  application  form completeness,09:26.7,09:26.7
r5_184,Check credit history,11:38.8,11:38.8
r5_184,Appraise property,42:34.5,42:34.5
r5_184,Assess loan risk,07:14.6,07:14.6
r5_184,Assess eligibility,25:25.4,25:25.4
r5_184,Prepare acceptance pack,34:22.4,34:22.4
r5_184,Check if home insurance quote is requested,34:10.2,34:10.2
r5_184,Send home insurance quote,37:31.7,37:31.7
r5_184,Verify repayment agreement,48:56.9,48:56.9
r5_184,Approve application,53:09.3,53:09.3
r5_184,Loan  application approved,53:09.3,53:09.3
r5_166,Loan  application received,00:00.0,00:00.0
r5_166,Check  application  form completeness,56:02.0,56:02.0
r5_166,Appraise property,05:38.5,05:38.5
r5_166,Check credit history,40:15.6,40:15.6
r5_166,Assess loan risk,43:53.1,43:53.1
r5_166,Assess eligibility,01:31.7,01:31.7
r5_166,Reject application,11:52.3,11:52.3
r5_166,Loan application rejected,11:52.3,11:52.3
r5_17,Loan  application received,30:00.0,30:00.0
r5_17,Check  application  form completeness,36:52.3,36:52.3
r5_17,Appraise property,41:31.0,41:31.0
r5_17,Check credit history,50:17.1,50:17.1
r5_17,Assess loan risk,51:24.6,51:24.6
r5_17,Assess eligibility,22:47.2,22:47.2
r5_17,Prepare acceptance pack,47:17.6,47:17.6
r5_17,Check if home insurance quote is requested,56:26.1,56:26.1
r5_17,Send acceptance pack,29:05.7,29:05.7
r5_17,Verify repayment agreement,44:23.1,44:23.1
r5_17,Cancel application,05:15.8,05:15.8
r5_17,Loan  application canceled,05:15.8,05:15.8
r5_85,Loan  application received,30:00.0,30:00.0
r5_85,Check  application  form completeness,00:23.4,00:23.4
r5_85,Appraise property,20:22.1,20:22.1
r5_85,Check credit history,35:54.3,35:54.3
r5_85,Assess loan risk,58:36.9,58:36.9
r5_85,Assess eligibility,40:05.5,40:05.5
r5_85,Reject application,10:08.1,10:08.1
r5_85,Loan application rejected,10:08.1,10:08.1
r5_329,Loan  application received,30:00.0,30:00.0
r5_329,Check  application  form completeness,34:21.9,34:21.9
r5_329,Appraise property,39:40.3,39:40.3
r5_329,Check credit history,53:54.6,53:54.6
r5_329,Assess loan risk,20:10.1,20:10.1
r5_329,Assess eligibility,24:35.5,24:35.5
r5_329,Prepare acceptance pack,59:05.5,59:05.5
r5_329,Check if home insurance quote is requested,00:15.9,00:15.9
r5_329,Send home insurance quote,57:55.4,57:55.4
r5_329,Verify repayment agreement,04:29.4,04:29.4
r5_329,Cancel application,30:48.8,30:48.8
r5_329,Loan  application canceled,30:48.8,30:48.8
r5_151,Loan  application received,30:00.0,30:00.0
r5_151,Check  application  form completeness,46:22.2,46:22.2
r5_151,Return application back to applicant,49:27.4,49:27.4
r5_151,Receive updated application,09:47.6,09:47.6
r5_151,Check  application  form completeness,14:20.0,14:20.0
r5_151,Check credit history,58:24.1,58:24.1
r5_151,Appraise property,41:00.3,41:00.3
r5_151,Assess loan risk,57:15.3,57:15.3
r5_151,Assess eligibility,14:25.1,14:25.1
r5_151,Prepare acceptance pack,43:06.6,43:06.6
r5_151,Check if home insurance quote is requested,48:00.0,48:00.0
r5_151,Send acceptance pack,52:30.1,52:30.1
r5_151,Verify repayment agreement,40:01.1,40:01.1
r5_151,Approve application,54:49.3,54:49.3
r5_151,Loan  application approved,54:49.3,54:49.3
r5_414,Loan  application received,00:00.0,00:00.0
r5_414,Check  application  form completeness,09:26.1,09:26.1
r5_414,Appraise property,12:41.4,12:41.4
r5_414,Check credit history,14:37.9,14:37.9
r5_414,Assess loan risk,27:55.3,27:55.3
r5_414,Assess eligibility,36:02.9,36:02.9
r5_414,Prepare acceptance pack,53:03.5,53:03.5
r5_414,Check if home insurance quote is requested,53:39.2,53:39.2
r5_414,Send home insurance quote,09:49.7,09:49.7
r5_414,Verify repayment agreement,52:35.2,52:35.2
r5_414,Cancel application,56:15.9,56:15.9
r5_414,Loan  application canceled,56:15.9,56:15.9
r5_124,Loan  application received,00:00.0,00:00.0
r5_124,Check  application  form completeness,15:37.8,15:37.8
r5_124,Check credit history,45:57.4,45:57.4
r5_124,Appraise property,04:31.8,04:31.8
r5_124,Assess loan risk,49:05.5,49:05.5
r5_124,Assess eligibility,29:48.4,29:48.4
r5_124,Reject application,38:11.3,38:11.3
r5_124,Loan application rejected,38:11.3,38:11.3
r5_496,Loan  application received,00:00.0,00:00.0
r5_496,Check  application  form completeness,44:42.0,44:42.0
r5_496,Check credit history,58:45.6,58:45.6
r5_496,Assess loan risk,14:42.0,14:42.0
r5_496,Appraise property,26:52.5,26:52.5
r5_496,Assess eligibility,07:17.7,07:17.7
r5_496,Prepare acceptance pack,35:38.8,35:38.8
r5_496,Check if home insurance quote is requested,04:19.5,04:19.5
r5_496,Send acceptance pack,18:47.2,18:47.2
r5_496,Verify repayment agreement,51:11.3,51:11.3
r5_496,Cancel application,54:20.4,54:20.4
r5_496,Loan  application canceled,54:20.4,54:20.4
r5_465,Loan  application received,30:00.0,30:00.0
r5_465,Check  application  form completeness,40:20.6,40:20.6
r5_465,Appraise property,12:24.2,12:24.2
r5_465,Check credit history,14:40.4,14:40.4
r5_465,Assess loan risk,43:41.9,43:41.9
r5_465,Assess eligibility,49:27.5,49:27.5
r5_465,Reject application,42:55.7,42:55.7
r5_465,Loan application rejected,42:55.7,42:55.7
r5_481,Loan  application received,30:00.0,30:00.0
r5_481,Check  application  form completeness,15:22.2,15:22.2
r5_481,Check credit history,24:57.8,24:57.8
r5_481,Assess loan risk,29:42.0,29:42.0
r5_481,Appraise property,41:19.4,41:19.4
r5_481,Assess eligibility,08:09.7,08:09.7
r5_481,Reject application,20:30.6,20:30.6
r5_481,Loan application rejected,20:30.6,20:30.6
r5_48,Loan  application received,00:00.0,00:00.0
r5_48,Check  application  form completeness,08:36.9,08:36.9
r5_48,Appraise property,19:06.1,19:06.1
r5_48,Check credit history,24:41.4,24:41.4
r5_48,Assess loan risk,36:42.3,36:42.3
r5_48,Assess eligibility,25:08.0,25:08.0
r5_48,Reject application,39:15.8,39:15.8
r5_48,Loan application rejected,39:15.8,39:15.8
r5_216,Loan  application received,00:00.0,00:00.0
r5_216,Check  application  form completeness,08:29.7,08:29.7
r5_216,Check credit history,16:46.3,16:46.3
r5_216,Assess loan risk,55:35.7,55:35.7
r5_216,Appraise property,34:01.6,34:01.6
r5_216,Assess eligibility,13:57.2,13:57.2
r5_216,Reject application,15:45.6,15:45.6
r5_216,Loan application rejected,15:45.6,15:45.6
r5_436,Loan  application received,00:00.0,00:00.0
r5_436,Check  application  form completeness,10:48.8,10:48.8
r5_436,Appraise property,46:07.4,46:07.4
r5_436,Check credit history,50:50.8,50:50.8
r5_436,Assess loan risk,52:32.8,52:32.8
r5_436,Assess eligibility,10:18.4,10:18.4
r5_436,Prepare acceptance pack,22:12.5,22:12.5
r5_436,Check if home insurance quote is requested,12:30.0,12:30.0
r5_436,Send home insurance quote,22:51.3,22:51.3
r5_436,Verify repayment agreement,07:53.1,07:53.1
r5_436,Cancel application,05:45.1,05:45.1
r5_436,Loan  application canceled,05:45.1,05:45.1
r5_81,Loan  application received,30:00.0,30:00.0
r5_81,Check  application  form completeness,54:59.8,54:59.8
r5_81,Check credit history,02:11.6,02:11.6
r5_81,Appraise property,11:07.2,11:07.2
r5_81,Assess loan risk,16:13.1,16:13.1
r5_81,Assess eligibility,24:00.8,24:00.8
r5_81,Reject application,35:16.6,35:16.6
r5_81,Loan application rejected,35:16.6,35:16.6
r5_485,Loan  application received,30:00.0,30:00.0
r5_485,Check  application  form completeness,41:12.0,41:12.0
r5_485,Check credit history,46:50.2,46:50.2
r5_485,Assess loan risk,50:13.3,50:13.3
r5_485,Appraise property,03:54.0,03:54.0
r5_485,Assess eligibility,20:04.0,20:04.0
r5_485,Reject application,23:28.1,23:28.1
